"File","FilePath","Scope","Kind","Proc","ProcKey","Line"
"003_Полнота.txt","C:\Users\pavel\OneDrive\Рабочий стол\Codex_venv\Макросы для аудита\Скопированные_документы_из_GoogleDocs\003_Полнота.txt","Private","Function","HeaderSynonyms_Kt","headersynonyms_kt","393"
"003_Полнота.txt","C:\Users\pavel\OneDrive\Рабочий стол\Codex_venv\Макросы для аудита\Скопированные_документы_из_GoogleDocs\003_Полнота.txt","Private","Function","HeaderSynonyms_Sum","headersynonyms_sum","396"
"003_Полнота.txt","C:\Users\pavel\OneDrive\Рабочий стол\Codex_venv\Макросы для аудита\Скопированные_документы_из_GoogleDocs\003_Полнота.txt","Private","Function","FindHeaderNormalized","findheadernormalized","401"
"003_Полнота.txt","C:\Users\pavel\OneDrive\Рабочий стол\Codex_venv\Макросы для аудита\Скопированные_документы_из_GoogleDocs\003_Полнота.txt","Private","Function","NormalizeHeaderText","normalizeheadertext","427"
"003_Полнота.txt","C:\Users\pavel\OneDrive\Рабочий стол\Codex_venv\Макросы для аудита\Скопированные_документы_из_GoogleDocs\003_Полнота.txt","Private","Function","Row1HeadersDebug","row1headersdebug","443"
"003_Полнота.txt","C:\Users\pavel\OneDrive\Рабочий стол\Codex_venv\Макросы для аудита\Скопированные_документы_из_GoogleDocs\003_Полнота.txt","Private","Function","CoerceToDouble","coercetodouble","458"
"003_Полнота.txt","C:\Users\pavel\OneDrive\Рабочий стол\Codex_venv\Макросы для аудита\Скопированные_документы_из_GoogleDocs\003_Полнота.txt","Private","Sub","AddAllParentPrefixes","addallparentprefixes","490"
"003_Полнота.txt","C:\Users\pavel\OneDrive\Рабочий стол\Codex_venv\Макросы для аудита\Скопированные_документы_из_GoogleDocs\003_Полнота.txt","Private","Function","NzStr","nzstr","504"
"003_Полнота.txt","C:\Users\pavel\OneDrive\Рабочий стол\Codex_venv\Макросы для аудита\Скопированные_документы_из_GoogleDocs\003_Полнота.txt","Private","Function","JoinCollection","joincollection","515"
"004_Обработка ЖП_1.txt","C:\Users\pavel\OneDrive\Рабочий стол\Codex_venv\Макросы для аудита\Скопированные_документы_из_GoogleDocs\004_Обработка ЖП_1.txt","Private","Function","RequiredHeaders","requiredheaders","31"
"004_Обработка ЖП_1.txt","C:\Users\pavel\OneDrive\Рабочий стол\Codex_venv\Макросы для аудита\Скопированные_документы_из_GoogleDocs\004_Обработка ЖП_1.txt","Public","Sub","Обработать_Все_ЖП_Ч_БезФильтров","обработать_все_жп_ч_безфильтров","51"
"004_Обработка ЖП_1.txt","C:\Users\pavel\OneDrive\Рабочий стол\Codex_venv\Макросы для аудита\Скопированные_документы_из_GoogleDocs\004_Обработка ЖП_1.txt","Private","Sub","ProcessOneSheet","processonesheet","101"
"004_Обработка ЖП_1.txt","C:\Users\pavel\OneDrive\Рабочий стол\Codex_venv\Макросы для аудита\Скопированные_документы_из_GoogleDocs\004_Обработка ЖП_1.txt","Private","Function","GetJPSheets","getjpsheets","231"
"004_Обработка ЖП_1.txt","C:\Users\pavel\OneDrive\Рабочий стол\Codex_venv\Макросы для аудита\Скопированные_документы_из_GoogleDocs\004_Обработка ЖП_1.txt","Private","Function","GetOrCreateProcessedAfter","getorcreateprocessedafter","241"
"004_Обработка ЖП_1.txt","C:\Users\pavel\OneDrive\Рабочий стол\Codex_venv\Макросы для аудита\Скопированные_документы_из_GoogleDocs\004_Обработка ЖП_1.txt","Private","Sub","DeleteExtraProcessedSheets","deleteextraprocessedsheets","259"
"004_Обработка ЖП_1.txt","C:\Users\pavel\OneDrive\Рабочий стол\Codex_venv\Макросы для аудита\Скопированные_документы_из_GoogleDocs\004_Обработка ЖП_1.txt","Private","Function","GetSheetByName","getsheetbyname","276"
"004_Обработка ЖП_1.txt","C:\Users\pavel\OneDrive\Рабочий стол\Codex_venv\Макросы для аудита\Скопированные_документы_из_GoogleDocs\004_Обработка ЖП_1.txt","Private","Function","BuildHeaderMap","buildheadermap","284"
"004_Обработка ЖП_1.txt","C:\Users\pavel\OneDrive\Рабочий стол\Codex_venv\Макросы для аудита\Скопированные_документы_из_GoogleDocs\004_Обработка ЖП_1.txt","Private","Function","FindHeaderBySynonyms","findheaderbysynonyms","298"
"004_Обработка ЖП_1.txt","C:\Users\pavel\OneDrive\Рабочий стол\Codex_venv\Макросы для аудита\Скопированные_документы_из_GoogleDocs\004_Обработка ЖП_1.txt","Private","Function","HeaderSynonyms","headersynonyms","311"
"004_Обработка ЖП_1.txt","C:\Users\pavel\OneDrive\Рабочий стол\Codex_venv\Макросы для аудита\Скопированные_документы_из_GoogleDocs\004_Обработка ЖП_1.txt","Private","Function","NormalizeHeaderText","normalizeheadertext","331"
"004_Обработка ЖП_1.txt","C:\Users\pavel\OneDrive\Рабочий стол\Codex_venv\Макросы для аудита\Скопированные_документы_из_GoogleDocs\004_Обработка ЖП_1.txt","Private","Function","LastDataRow","lastdatarow","349"
"004_Обработка ЖП_1.txt","C:\Users\pavel\OneDrive\Рабочий стол\Codex_venv\Макросы для аудита\Скопированные_документы_из_GoogleDocs\004_Обработка ЖП_1.txt","Private","Function","BuildDictionary","builddictionary","374"
"004_Обработка ЖП_1.txt","C:\Users\pavel\OneDrive\Рабочий стол\Codex_venv\Макросы для аудита\Скопированные_документы_из_GoogleDocs\004_Обработка ЖП_1.txt","Private","Function","FindVGOCol","findvgocol","393"
"004_Обработка ЖП_1.txt","C:\Users\pavel\OneDrive\Рабочий стол\Codex_venv\Макросы для аудита\Скопированные_документы_из_GoogleDocs\004_Обработка ЖП_1.txt","Private","Sub","Private_Log","private_log","405"
"004_Обработка ЖП_1.txt","C:\Users\pavel\OneDrive\Рабочий стол\Codex_venv\Макросы для аудита\Скопированные_документы_из_GoogleDocs\004_Обработка ЖП_1.txt","Private","Sub","Private_StartPerf","private_startperf","422"
"004_Обработка ЖП_1.txt","C:\Users\pavel\OneDrive\Рабочий стол\Codex_venv\Макросы для аудита\Скопированные_документы_из_GoogleDocs\004_Обработка ЖП_1.txt","Private","Sub","Private_FinishPerf","private_finishperf","432"
"005_Обработка ЖП_2.txt","C:\Users\pavel\OneDrive\Рабочий стол\Codex_venv\Макросы для аудита\Скопированные_документы_из_GoogleDocs\005_Обработка ЖП_2.txt","Public","Sub","Проставить_Меппинг_Во_Всех_Журналах","проставить_меппинг_во_всех_журналах","42"
"005_Обработка ЖП_2.txt","C:\Users\pavel\OneDrive\Рабочий стол\Codex_venv\Макросы для аудита\Скопированные_документы_из_GoogleDocs\005_Обработка ЖП_2.txt","Public","Sub","Проставить_Меппинг_На_Активном_Листе","проставить_меппинг_на_активном_листе","72"
"005_Обработка ЖП_2.txt","C:\Users\pavel\OneDrive\Рабочий стол\Codex_venv\Макросы для аудита\Скопированные_документы_из_GoogleDocs\005_Обработка ЖП_2.txt","Private","Sub","ProcessOneSheet","processonesheet","96"
"005_Обработка ЖП_2.txt","C:\Users\pavel\OneDrive\Рабочий стол\Codex_venv\Макросы для аудита\Скопированные_документы_из_GoogleDocs\005_Обработка ЖП_2.txt","Private","Function","IsFXCell","isfxcell","351"
"005_Обработка ЖП_2.txt","C:\Users\pavel\OneDrive\Рабочий стол\Codex_venv\Макросы для аудита\Скопированные_документы_из_GoogleDocs\005_Обработка ЖП_2.txt","Private","Function","IsInterestCell","isinterestcell","362"
"005_Обработка ЖП_2.txt","C:\Users\pavel\OneDrive\Рабочий стол\Codex_venv\Макросы для аудита\Скопированные_документы_из_GoogleDocs\005_Обработка ЖП_2.txt","Private","Function","VToStr","vtostr","376"
"005_Обработка ЖП_2.txt","C:\Users\pavel\OneDrive\Рабочий стол\Codex_venv\Макросы для аудита\Скопированные_документы_из_GoogleDocs\005_Обработка ЖП_2.txt","Private","Function","RootBeforeDot","rootbeforedot","383"
"005_Обработка ЖП_2.txt","C:\Users\pavel\OneDrive\Рабочий стол\Codex_venv\Макросы для аудита\Скопированные_документы_из_GoogleDocs\005_Обработка ЖП_2.txt","Private","Function","FirstSubQuick","firstsubquick","396"
"005_Обработка ЖП_2.txt","C:\Users\pavel\OneDrive\Рабочий стол\Codex_venv\Макросы для аудита\Скопированные_документы_из_GoogleDocs\005_Обработка ЖП_2.txt","Private","Function","InStrAny","instrany","411"
"005_Обработка ЖП_2.txt","C:\Users\pavel\OneDrive\Рабочий стол\Codex_venv\Макросы для аудита\Скопированные_документы_из_GoogleDocs\005_Обработка ЖП_2.txt","Private","Function","StartsWithABorVA","startswithaborva","424"
"005_Обработка ЖП_2.txt","C:\Users\pavel\OneDrive\Рабочий стол\Codex_venv\Макросы для аудита\Скопированные_документы_из_GoogleDocs\005_Обработка ЖП_2.txt","Private","Function","StartsWithLetterFast","startswithletterfast","431"
"005_Обработка ЖП_2.txt","C:\Users\pavel\OneDrive\Рабочий стол\Codex_venv\Макросы для аудита\Скопированные_документы_из_GoogleDocs\005_Обработка ЖП_2.txt","Private","Function","StartsWithNDigits","startswithndigits","439"
"005_Обработка ЖП_2.txt","C:\Users\pavel\OneDrive\Рабочий стол\Codex_venv\Макросы для аудита\Скопированные_документы_из_GoogleDocs\005_Обработка ЖП_2.txt","Private","Function","EvaluateFastRules_LazySub","evaluatefastrules_lazysub","454"
"005_Обработка ЖП_2.txt","C:\Users\pavel\OneDrive\Рабочий стол\Codex_venv\Макросы для аудита\Скопированные_документы_из_GoogleDocs\005_Обработка ЖП_2.txt","Private","Function","NormalizeHeaderText","normalizeheadertext","655"
"005_Обработка ЖП_2.txt","C:\Users\pavel\OneDrive\Рабочий стол\Codex_venv\Макросы для аудита\Скопированные_документы_из_GoogleDocs\005_Обработка ЖП_2.txt","Private","Function","FindHeaderCol_Content","findheadercol_content","671"
"005_Обработка ЖП_2.txt","C:\Users\pavel\OneDrive\Рабочий стол\Codex_venv\Макросы для аудита\Скопированные_документы_из_GoogleDocs\005_Обработка ЖП_2.txt","Private","Function","FindHeaderCol","findheadercol","688"
"005_Обработка ЖП_2.txt","C:\Users\pavel\OneDrive\Рабочий стол\Codex_venv\Макросы для аудита\Скопированные_документы_из_GoogleDocs\005_Обработка ЖП_2.txt","Private","Function","FindHeaderCol_BySyn","findheadercol_bysyn","700"
"005_Обработка ЖП_2.txt","C:\Users\pavel\OneDrive\Рабочий стол\Codex_venv\Макросы для аудита\Скопированные_документы_из_GoogleDocs\005_Обработка ЖП_2.txt","Private","Function","LastDataRow","lastdatarow","717"
"005_Обработка ЖП_2.txt","C:\Users\pavel\OneDrive\Рабочий стол\Codex_venv\Макросы для аудита\Скопированные_документы_из_GoogleDocs\005_Обработка ЖП_2.txt","Private","Function","ReportZero","reportzero","730"
"005_Обработка ЖП_2.txt","C:\Users\pavel\OneDrive\Рабочий стол\Codex_venv\Макросы для аудита\Скопированные_документы_из_GoogleDocs\005_Обработка ЖП_2.txt","Private","Sub","Private_Log","private_log","738"
"005_Обработка ЖП_2.txt","C:\Users\pavel\OneDrive\Рабочий стол\Codex_venv\Макросы для аудита\Скопированные_документы_из_GoogleDocs\005_Обработка ЖП_2.txt","Private","Sub","Private_StartPerf","private_startperf","755"
"005_Обработка ЖП_2.txt","C:\Users\pavel\OneDrive\Рабочий стол\Codex_venv\Макросы для аудита\Скопированные_документы_из_GoogleDocs\005_Обработка ЖП_2.txt","Private","Sub","Private_FinishPerf","private_finishperf","764"
"005_Обработка ЖП_2.txt","C:\Users\pavel\OneDrive\Рабочий стол\Codex_venv\Макросы для аудита\Скопированные_документы_из_GoogleDocs\005_Обработка ЖП_2.txt","Private","Function","IsProcessedJPSheet","isprocessedjpsheet","774"
"005_Обработка ЖП_2.txt","C:\Users\pavel\OneDrive\Рабочий стол\Codex_venv\Макросы для аудита\Скопированные_документы_из_GoogleDocs\005_Обработка ЖП_2.txt","Private","Function","IsBlankLike","isblanklike","784"
"006_Обработка ЖП_3.txt","C:\Users\pavel\OneDrive\Рабочий стол\Codex_venv\Макросы для аудита\Скопированные_документы_из_GoogleDocs\006_Обработка ЖП_3.txt","Public","Sub","Установить_Ширины_ЖП","установить_ширины_жп","33"
"006_Обработка ЖП_3.txt","C:\Users\pavel\OneDrive\Рабочий стол\Codex_venv\Макросы для аудита\Скопированные_документы_из_GoogleDocs\006_Обработка ЖП_3.txt","Public","Sub","Установить_Ширины_ЖП_Только_Активный","установить_ширины_жп_только_активный","70"
"006_Обработка ЖП_3.txt","C:\Users\pavel\OneDrive\Рабочий стол\Codex_venv\Макросы для аудита\Скопированные_документы_из_GoogleDocs\006_Обработка ЖП_3.txt","Private","Sub","ApplyWidthsOnSheet","applywidthsonsheet","98"
"006_Обработка ЖП_3.txt","C:\Users\pavel\OneDrive\Рабочий стол\Codex_venv\Макросы для аудита\Скопированные_документы_из_GoogleDocs\006_Обработка ЖП_3.txt","Private","Function","FindHeaderColExact","findheadercolexact","191"
"006_Обработка ЖП_3.txt","C:\Users\pavel\OneDrive\Рабочий стол\Codex_venv\Макросы для аудита\Скопированные_документы_из_GoogleDocs\006_Обработка ЖП_3.txt","Private","Function","FindHeaderColAny","findheadercolany","214"
"006_Обработка ЖП_3.txt","C:\Users\pavel\OneDrive\Рабочий стол\Codex_venv\Макросы для аудита\Скопированные_документы_из_GoogleDocs\006_Обработка ЖП_3.txt","Private","Function","NormalizeHeaderText","normalizeheadertext","238"
"006_Обработка ЖП_3.txt","C:\Users\pavel\OneDrive\Рабочий стол\Codex_venv\Макросы для аудита\Скопированные_документы_из_GoogleDocs\006_Обработка ЖП_3.txt","Private","Function","IsProcessedJPSheet","isprocessedjpsheet","262"
"006_Обработка ЖП_3.txt","C:\Users\pavel\OneDrive\Рабочий стол\Codex_venv\Макросы для аудита\Скопированные_документы_из_GoogleDocs\006_Обработка ЖП_3.txt","Private","Function","ColumnWidthFromPixels","columnwidthfrompixels","272"
"006_Обработка ЖП_3.txt","C:\Users\pavel\OneDrive\Рабочий стол\Codex_venv\Макросы для аудита\Скопированные_документы_из_GoogleDocs\006_Обработка ЖП_3.txt","Private","Sub","Private_Log","private_log","283"
"006_Обработка ЖП_3.txt","C:\Users\pavel\OneDrive\Рабочий стол\Codex_venv\Макросы для аудита\Скопированные_документы_из_GoogleDocs\006_Обработка ЖП_3.txt","Private","Sub","Private_StartPerf","private_startperf","307"
"006_Обработка ЖП_3.txt","C:\Users\pavel\OneDrive\Рабочий стол\Codex_venv\Макросы для аудита\Скопированные_документы_из_GoogleDocs\006_Обработка ЖП_3.txt","Private","Sub","Private_FinishPerf","private_finishperf","316"
"006_Обработка ЖП_3.txt","C:\Users\pavel\OneDrive\Рабочий стол\Codex_venv\Макросы для аудита\Скопированные_документы_из_GoogleDocs\006_Обработка ЖП_3.txt","Private","Function","ReportZero","reportzero","325"
"007_Проводки к исключению_1.txt","C:\Users\pavel\OneDrive\Рабочий стол\Codex_venv\Макросы для аудита\Скопированные_документы_из_GoogleDocs\007_Проводки к исключению_1.txt","Public","Sub","Заполнить_Проводки_К_Исключению","заполнить_проводки_к_исключению","57"
"007_Проводки к исключению_1.txt","C:\Users\pavel\OneDrive\Рабочий стол\Codex_venv\Макросы для аудита\Скопированные_документы_из_GoogleDocs\007_Проводки к исключению_1.txt","Private","Sub","AggregateFromProcessedSheetByMap","aggregatefromprocessedsheetbymap","393"
"007_Проводки к исключению_1.txt","C:\Users\pavel\OneDrive\Рабочий стол\Codex_venv\Макросы для аудита\Скопированные_документы_из_GoogleDocs\007_Проводки к исключению_1.txt","Private","Sub","SplitKeySimple","splitkeysimple","527"
"007_Проводки к исключению_1.txt","C:\Users\pavel\OneDrive\Рабочий стол\Codex_venv\Макросы для аудита\Скопированные_документы_из_GoogleDocs\007_Проводки к исключению_1.txt","Private","Sub","ParseProvodkaTokens","parseprovodkatokens","543"
"007_Проводки к исключению_1.txt","C:\Users\pavel\OneDrive\Рабочий стол\Codex_venv\Макросы для аудита\Скопированные_документы_из_GoogleDocs\007_Проводки к исключению_1.txt","Private","Function","IsTag","istag","591"
"007_Проводки к исключению_1.txt","C:\Users\pavel\OneDrive\Рабочий стол\Codex_venv\Макросы для аудита\Скопированные_документы_из_GoogleDocs\007_Проводки к исключению_1.txt","Private","Function","CleanAcc","cleanacc","598"
"007_Проводки к исключению_1.txt","C:\Users\pavel\OneDrive\Рабочий стол\Codex_venv\Макросы для аудита\Скопированные_документы_из_GoogleDocs\007_Проводки к исключению_1.txt","Private","Function","NormalizeSpaces","normalizespaces","608"
"007_Проводки к исключению_1.txt","C:\Users\pavel\OneDrive\Рабочий стол\Codex_venv\Макросы для аудита\Скопированные_документы_из_GoogleDocs\007_Проводки к исключению_1.txt","Private","Function","ReasonByMapping","reasonbymapping","623"
"007_Проводки к исключению_1.txt","C:\Users\pavel\OneDrive\Рабочий стол\Codex_venv\Макросы для аудита\Скопированные_документы_из_GoogleDocs\007_Проводки к исключению_1.txt","Private","Function","CanonMapKey","canonmapkey","665"
"007_Проводки к исключению_1.txt","C:\Users\pavel\OneDrive\Рабочий стол\Codex_venv\Макросы для аудита\Скопированные_документы_из_GoogleDocs\007_Проводки к исключению_1.txt","Private","Function","GetProcessedSheets","getprocessedsheets","684"
"007_Проводки к исключению_1.txt","C:\Users\pavel\OneDrive\Рабочий стол\Codex_venv\Макросы для аудита\Скопированные_документы_из_GoogleDocs\007_Проводки к исключению_1.txt","Private","Sub","InsertByIndex","insertbyindex","700"
"007_Проводки к исключению_1.txt","C:\Users\pavel\OneDrive\Рабочий стол\Codex_venv\Макросы для аудита\Скопированные_документы_из_GoogleDocs\007_Проводки к исключению_1.txt","Private","Function","FindHeaderCol","findheadercol","715"
"007_Проводки к исключению_1.txt","C:\Users\pavel\OneDrive\Рабочий стол\Codex_venv\Макросы для аудита\Скопированные_документы_из_GoogleDocs\007_Проводки к исключению_1.txt","Private","Function","FindHeaderSyn","findheadersyn","726"
"007_Проводки к исключению_1.txt","C:\Users\pavel\OneDrive\Рабочий стол\Codex_venv\Макросы для аудита\Скопированные_документы_из_GoogleDocs\007_Проводки к исключению_1.txt","Private","Function","LastDataRowOnCols","lastdatarowoncols","748"
"007_Проводки к исключению_1.txt","C:\Users\pavel\OneDrive\Рабочий стол\Codex_venv\Макросы для аудита\Скопированные_документы_из_GoogleDocs\007_Проводки к исключению_1.txt","Private","Function","FindFirstInColumnExact","findfirstincolumnexact","766"
"007_Проводки к исключению_1.txt","C:\Users\pavel\OneDrive\Рабочий стол\Codex_venv\Макросы для аудита\Скопированные_документы_из_GoogleDocs\007_Проводки к исключению_1.txt","Private","Function","FindFirstBelowInColumnExact","findfirstbelowincolumnexact","783"
"007_Проводки к исключению_1.txt","C:\Users\pavel\OneDrive\Рабочий стол\Codex_venv\Макросы для аудита\Скопированные_документы_из_GoogleDocs\007_Проводки к исключению_1.txt","Private","Function","ToDoubleSafe","todoublesafe","802"
"007_Проводки к исключению_1.txt","C:\Users\pavel\OneDrive\Рабочий стол\Codex_venv\Макросы для аудита\Скопированные_документы_из_GoogleDocs\007_Проводки к исключению_1.txt","Private","Function","NormalizeHeaderText","normalizeheadertext","822"
"007_Проводки к исключению_1.txt","C:\Users\pavel\OneDrive\Рабочий стол\Codex_venv\Макросы для аудита\Скопированные_документы_из_GoogleDocs\007_Проводки к исключению_1.txt","Private","Sub","LogWrite","logwrite","842"
"007_Проводки к исключению_1.txt","C:\Users\pavel\OneDrive\Рабочий стол\Codex_venv\Макросы для аудита\Скопированные_документы_из_GoogleDocs\007_Проводки к исключению_1.txt","Private","Sub","StartStep","startstep","858"
"007_Проводки к исключению_1.txt","C:\Users\pavel\OneDrive\Рабочий стол\Codex_venv\Макросы для аудита\Скопированные_документы_из_GoogleDocs\007_Проводки к исключению_1.txt","Private","Sub","EndStep","endstep","865"
"007_Проводки к исключению_1.txt","C:\Users\pavel\OneDrive\Рабочий стол\Codex_venv\Макросы для аудита\Скопированные_документы_из_GoogleDocs\007_Проводки к исключению_1.txt","Private","Function","NowStr","nowstr","871"
"007_Проводки к исключению_1.txt","C:\Users\pavel\OneDrive\Рабочий стол\Codex_venv\Макросы для аудита\Скопированные_документы_из_GoogleDocs\007_Проводки к исключению_1.txt","Private","Function","dictCountSafe","dictcountsafe","876"
"007_Проводки к исключению_1.txt","C:\Users\pavel\OneDrive\Рабочий стол\Codex_venv\Макросы для аудита\Скопированные_документы_из_GoogleDocs\007_Проводки к исключению_1.txt","Private","Function","IsBlankLike","isblanklike","885"
"008_Триггер на изменение меппинга.txt","C:\Users\pavel\OneDrive\Рабочий стол\Codex_venv\Макросы для аудита\Скопированные_документы_из_GoogleDocs\008_Триггер на изменение меппинга.txt","Private","Sub","Worksheet_SelectionChange","worksheet_selectionchange","42"
"008_Триггер на изменение меппинга.txt","C:\Users\pavel\OneDrive\Рабочий стол\Codex_venv\Макросы для аудита\Скопированные_документы_из_GoogleDocs\008_Триггер на изменение меппинга.txt","Private","Sub","Worksheet_Change","worksheet_change","82"
"008_Триггер на изменение меппинга.txt","C:\Users\pavel\OneDrive\Рабочий стол\Codex_venv\Макросы для аудита\Скопированные_документы_из_GoogleDocs\008_Триггер на изменение меппинга.txt","Private","Function","TRG_IsEnabled","trg_isenabled","171"
"008_Триггер на изменение меппинга.txt","C:\Users\pavel\OneDrive\Рабочий стол\Codex_venv\Макросы для аудита\Скопированные_документы_из_GoogleDocs\008_Триггер на изменение меппинга.txt","Private","Function","ResolveHeader","resolveheader","191"
"008_Триггер на изменение меппинга.txt","C:\Users\pavel\OneDrive\Рабочий стол\Codex_venv\Макросы для аудита\Скопированные_документы_из_GoogleDocs\008_Триггер на изменение меппинга.txt","Private","Function","FindHeaderOnRow","findheaderonrow","213"
"008_Триггер на изменение меппинга.txt","C:\Users\pavel\OneDrive\Рабочий стол\Codex_venv\Макросы для аудита\Скопированные_документы_из_GoogleDocs\008_Триггер на изменение меппинга.txt","Private","Function","FindFirstInColumnExact","findfirstincolumnexact","228"
"008_Триггер на изменение меппинга.txt","C:\Users\pavel\OneDrive\Рабочий стол\Codex_venv\Макросы для аудита\Скопированные_документы_из_GoogleDocs\008_Триггер на изменение меппинга.txt","Private","Function","IsAllowedMapping","isallowedmapping","249"
"008_Триггер на изменение меппинга.txt","C:\Users\pavel\OneDrive\Рабочий стол\Codex_venv\Макросы для аудита\Скопированные_документы_из_GoogleDocs\008_Триггер на изменение меппинга.txt","Private","Sub","LogWrite","logwrite","273"
"009_Для кнопок вкл_выкл триггер.txt","C:\Users\pavel\OneDrive\Рабочий стол\Codex_venv\Макросы для аудита\Скопированные_документы_из_GoogleDocs\009_Для кнопок вкл_выкл триггер.txt","Public","Sub","ExclTrigger_Enable","excltrigger_enable","29"
"009_Для кнопок вкл_выкл триггер.txt","C:\Users\pavel\OneDrive\Рабочий стол\Codex_venv\Макросы для аудита\Скопированные_документы_из_GoogleDocs\009_Для кнопок вкл_выкл триггер.txt","Public","Sub","ExclTrigger_Disable","excltrigger_disable","49"
"009_Для кнопок вкл_выкл триггер.txt","C:\Users\pavel\OneDrive\Рабочий стол\Codex_venv\Макросы для аудита\Скопированные_документы_из_GoogleDocs\009_Для кнопок вкл_выкл триггер.txt","Public","Sub","ExclTrigger_AddButtons","excltrigger_addbuttons","70"
"009_Для кнопок вкл_выкл триггер.txt","C:\Users\pavel\OneDrive\Рабочий стол\Codex_venv\Макросы для аудита\Скопированные_документы_из_GoogleDocs\009_Для кнопок вкл_выкл триггер.txt","Private","Sub","TRG_SetEnabled","trg_setenabled","112"
"009_Для кнопок вкл_выкл триггер.txt","C:\Users\pavel\OneDrive\Рабочий стол\Codex_venv\Макросы для аудита\Скопированные_документы_из_GoogleDocs\009_Для кнопок вкл_выкл триггер.txt","Private","Function","TRG_GetEnabledSafe","trg_getenabledsafe","138"
"009_Для кнопок вкл_выкл триггер.txt","C:\Users\pavel\OneDrive\Рабочий стол\Codex_venv\Макросы для аудита\Скопированные_документы_из_GoogleDocs\009_Для кнопок вкл_выкл триггер.txt","Private","Sub","TRG_UpdateButtonsVisual","trg_updatebuttonsvisual","159"
"009_Для кнопок вкл_выкл триггер.txt","C:\Users\pavel\OneDrive\Рабочий стол\Codex_venv\Макросы для аудита\Скопированные_документы_из_GoogleDocs\009_Для кнопок вкл_выкл триггер.txt","Private","Sub","TRG_SafeDeleteShape","trg_safedeleteshape","189"
